#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	prediction	combined_score
dopamine	serotonine	-100000681	-100005202	-1.CID100000681	-1.CID100005202	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen perox.	phenylpyruvate	-100000784	-100000997	-1.CID100000784	-1.CID100000997	0	0	0	0	0	0	0.900	0	0	0.900
TAT	phenylpyruvate	1853275	-100000997	9606.ENSP00000348234	-1.CID100000997	0	0	0	0	0	0	0.900	0	0	0.900
oxygen	tetrahydro.in .	-100000977	-100001125	-1.CID100000977	-1.CID100001125	0	0	0	0	0	0	0.900	0	0	0.900
asparagine	phenylalanine	-100000236	-100000994	-1.CID100000236	-1.CID100000994	0	0	0	0	0	0	0.900	0	0	0.900
distilled water	vanillylmandel.	-100000961	-100001245	-1.CID100000961	-1.CID100001245	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen	taurine	-100000783	-100001123	-1.CID100000783	-1.CID100001123	0	0	0	0	0	0	0.900	0	0	0.900
CYP27A1	cholesterol	1844601	-100000304	9606.ENSP00000258415	-1.CID100000304	0	0	0	0	0	0	0.900	0	0	0.900
carbon dioxide	phenylalanine	-100000280	-100000994	-1.CID100000280	-1.CID100000994	0	0	0	0	0	0	0.900	0	0	0.900
creatinine	serotonine	-100000588	-100005202	-1.CID100000588	-1.CID100005202	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen	silver nanopar.	-100000783	-100010474	-1.CID100000783	-1.CID100010474	0	0	0	0	0	0	0.900	0	0	0.900
acetate	distilled water	-100000175	-100000961	-1.CID100000175	-1.CID100000961	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen	phenylalanine	-100000783	-100000994	-1.CID100000783	-1.CID100000994	0	0	0	0	0	0	0.900	0	0	0.900
distilled water	hydroxyl radic.	-100000961	-100157350	-1.CID100000961	-1.CID100157350	0	0	0	0.999	0	0	0.900	0	0	0.900
reduced glutat.	tyrosine	-100000745	-100001153	-1.CID100000745	-1.CID100001153	0	0	0	0	0	0	0.900	0	0	0.900
phenylalanine	tetrahydro.in .	-100000994	-100001125	-1.CID100000994	-1.CID100001125	0	0	0	0	0	0	0.900	0	0	0.900
distilled water	vitamin E	-100000961	-100002116	-1.CID100000961	-1.CID100002116	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen	phytate	-100000783	-100000890	-1.CID100000783	-1.CID100000890	0	0	0	0	0	0	0.900	0	0	0.900
carbon dioxide	distilled water	-100000280	-100000961	-1.CID100000280	-1.CID100000961	0	0	0	0	0	0	0.900	0	0	0.900
calcium ions	dopamine	-100000271	-100000681	-1.CID100000271	-1.CID100000681	0	0	0	0	0	0	0.900	0	0	0.900
CYP4F3	hydrogen	1842824	-100000783	9606.ENSP00000221307	-1.CID100000783	0	0	0	0	0	0	0.900	0	0	0.900
lipoic acid	sodium	-100000864	-100000923	-1.CID100000864	-1.CID100000923	0	0	0	0	0	0	0.900	0	0	0.900
distilled water	ascorbate	-100000961	-111020241	-1.CID100000961	-1.CID111020241	0	0	0	0	0	0	0.900	0	0	0.900
PROC	carbon dioxide	1843382	-100000280	9606.ENSP00000234071	-1.CID100000280	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen perox.	retinoic acid	-100000784	-100005538	-1.CID100000784	-1.CID100005538	0	0	0	0	0	0	0.900	0	0	0.900
histidine	tyrosine	-100000773	-100001153	-1.CID100000773	-1.CID100001153	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen perox.	tyramine	-100000784	-100005610	-1.CID100000784	-1.CID100005610	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen	tetracycline	-100000783	-125880664	-1.CID100000783	-1.CID125880664	0	0	0	0	0	0	0.900	0	0	0.900
distilled water	oxygen	-100000961	-100000977	-1.CID100000961	-1.CID100000977	0	0	0	0.500	0	0	0.900	0	0	0.900
asparagine	manganese	-100000236	-100023930	-1.CID100000236	-1.CID100023930	0	0	0	0	0	0	0.900	0	0	0.900
bile acids	distilled water	-100000303	-100000961	-1.CID100000303	-1.CID100000961	0	0	0	0	0	0	0.900	0	0	0.900
LDLR	distilled water	1862854	-100000961	9606.ENSP00000454071	-1.CID100000961	0	0	0	0	0	0	0.900	0	0	0.900
ALPP	distilled water	1857973	-100000961	9606.ENSP00000375881	-1.CID100000961	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen	tyrosine	-100000783	-100001153	-1.CID100000783	-1.CID100001153	0	0	0	0	0	0	0.900	0	0	0.900
ALB	ramipril	1847637	-100005038	9606.ENSP00000295897	-1.CID100005038	0	0	0	0	0	0	0.900	0	0	0.900
carbon dioxide	dopamine	-100000280	-100000681	-1.CID100000280	-1.CID100000681	0	0	0	0	0	0	0.900	0	0	0.900
distilled water	tetrahydro.in .	-100000961	-100001125	-1.CID100000961	-1.CID100001125	0	0	0	0	0	0	0.900	0	0	0.900
asparagine	tryptophan	-100000236	-100001148	-1.CID100000236	-1.CID100001148	0	0	0	0	0	0	0.900	0	0	0.900
maleylacetoace.	oxygen	-100000122	-100000977	-1.CID100000122	-1.CID100000977	0	0	0	0	0	0	0.900	0	0	0.900
homogentisic a.	hydrogen	-100000780	-100000783	-1.CID100000780	-1.CID100000783	0	0	0	0	0	0	0.900	0	0	0.900
LDLR	cholesterol	1862854	-100000304	9606.ENSP00000454071	-1.CID100000304	0	0	0	0	0	0	0.900	0	0	0.900
ALB	cholesterol	1847637	-100000304	9606.ENSP00000295897	-1.CID100000304	0	0	0	0	0	0	0.900	0	0	0.900
carbon dioxide	orotic acid	-100000280	-100000967	-1.CID100000280	-1.CID100000967	0	0	0	0	0	0	0.900	0	0	0.900
PAH	distilled water	1862478	-100000961	9606.ENSP00000448059	-1.CID100000961	0	0	0	0	0	0	0.900	0	0	0.900
carbon dioxide	ferulic acid	-100000280	-100000709	-1.CID100000280	-1.CID100000709	0	0	0	0	0	0	0.900	0	0	0.900
tetrahydro.in .	manganese	-100001125	-100023930	-1.CID100001125	-1.CID100023930	0	0	0	0	0	0	0.900	0	0	0.900
TYR	tyrosine	1845331	-100001153	9606.ENSP00000263321	-1.CID100001153	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen	sodium	-100000783	-100000923	-1.CID100000783	-1.CID100000923	0	0	0	0	0	0	0.900	0	0	0.900
reduced glutat.	manganese	-100000745	-100023930	-1.CID100000745	-1.CID100023930	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen perox.	selenium	-100000784	-106326970	-1.CID100000784	-1.CID106326970	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen	purine ring	-100000783	-100001044	-1.CID100000783	-1.CID100001044	0	0	0	0	0	0	0.900	0	0	0.900
reduced glutat.	copper	-100000745	-100011009	-1.CID100000745	-1.CID100011009	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen perox.	phenylalanine	-100000784	-100000994	-1.CID100000784	-1.CID100000994	0	0	0	0	0	0	0.900	0	0	0.900
GSTZ1	maleylacetoace.	1842600	-100000122	9606.ENSP00000216465	-1.CID100000122	0	0	0	0	0	0	0.900	0	0	0.900
PROC	distilled water	1843382	-100000961	9606.ENSP00000234071	-1.CID100000961	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen	orotic acid	-100000783	-100000967	-1.CID100000783	-1.CID100000967	0	0	0	0	0	0	0.900	0	0	0.900
carbon dioxide	homogentisic a.	-100000280	-100000780	-1.CID100000280	-1.CID100000780	0	0	0	0	0	0	0.900	0	0	0.900
AXIN1	distilled water	1845118	-100000961	9606.ENSP00000262320	-1.CID100000961	0	0	0	0	0	0	0.900	0	0	0.900
phytate	distilled water	-100000890	-100000961	-1.CID100000890	-1.CID100000961	0	0	0	0	0	0	0.900	0	0	0.900
oxygen	copper	-100000977	-100011009	-1.CID100000977	-1.CID100011009	0	0	0	0	0	0	0.900	0	0	0.900
HPD	maleylacetoace.	1847151	-100000122	9606.ENSP00000289004	-1.CID100000122	0	0	0	0	0	0	0.900	0	0	0.900
reduced glutat.	hydrogen	-100000745	-100000783	-1.CID100000745	-1.CID100000783	0	0	0	0	0	0	0.900	0	0	0.900
acetate	glutamic acid	-100000175	-100000611	-1.CID100000175	-1.CID100000611	0	0	0	0	0	0	0.900	0	0	0.900
calcium ions	distilled water	-100000271	-100000961	-1.CID100000271	-1.CID100000961	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen	retinoic acid	-100000783	-100005538	-1.CID100000783	-1.CID100005538	0	0	0	0	0	0	0.900	0	0	0.900
glutamic acid	sodium	-100000611	-100000923	-1.CID100000611	-1.CID100000923	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen	phenol	-100000783	-100000996	-1.CID100000783	-1.CID100000996	0	0	0	0	0	0	0.900	0	0	0.900
PTGS2	oxygen	1854602	-100000977	9606.ENSP00000356438	-1.CID100000977	0	0	0	0	0	0	0.900	0	0	0.900
phenylpyruvate	tyrosine	-100000997	-100001153	-1.CID100000997	-1.CID100001153	0	0	0	0.651	0	0	0.900	0	0	0.900
oxygen	retinoic acid	-100000977	-100005538	-1.CID100000977	-1.CID100005538	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen	oxygen	-100000783	-100000977	-1.CID100000783	-1.CID100000977	0	0	0	0.500	0	0	0.900	0	0	0.900
anti-D	hydrogen	-100000739	-100000783	-1.CID100000739	-1.CID100000783	0	0	0	0	0	0	0.900	0	0	0.900
calcium ions	nitric oxide	-100000271	-100145068	-1.CID100000271	-1.CID100145068	0	0	0	0	0	0	0.900	0	0	0.900
asparagine	aspartate	-100000236	-100000424	-1.CID100000236	-1.CID100000424	0	0	0	0.884	0	0	0.900	0	0	0.900
hydrogen	nitric oxide	-100000783	-100145068	-1.CID100000783	-1.CID100145068	0	0	0	0.500	0	0	0.900	0	0	0.900
dopamine	hydrogen perox.	-100000681	-100000784	-1.CID100000681	-1.CID100000784	0	0	0	0	0	0	0.900	0	0	0.900
SOD1	reduced glutat.	1846132	-100000745	9606.ENSP00000270142	-1.CID100000745	0	0	0	0	0	0	0.900	0	0	0.900
glutamic acid	hydrogen	-100000611	-100000783	-1.CID100000611	-1.CID100000783	0	0	0	0	0	0	0.900	0	0	0.900
taurine	copper	-100001123	-100011009	-1.CID100001123	-1.CID100011009	0	0	0	0	0	0	0.900	0	0	0.900
asparagine	tyrosine	-100000236	-100001153	-1.CID100000236	-1.CID100001153	0	0	0	0	0	0	0.900	0	0	0.900
TAT	phenylalanine	1853275	-100000994	9606.ENSP00000348234	-1.CID100000994	0	0	0	0	0	0	0.900	0	0	0.900
cholesterol	distilled water	-100000304	-100000961	-1.CID100000304	-1.CID100000961	0	0	0	0	0	0	0.900	0	0	0.900
glutamic acid	phenylpyruvate	-100000611	-100000997	-1.CID100000611	-1.CID100000997	0	0	0	0	0	0	0.900	0	0	0.900
calcium ions	sodium	-100000271	-100000923	-1.CID100000271	-1.CID100000923	0	0	0	0.999	0	0	0.900	0	0	0.900
glutamic acid	taurine	-100000611	-100001123	-1.CID100000611	-1.CID100001123	0	0	0	0	0	0	0.900	0	0	0.900
norepinephrine	copper	-100000951	-100011009	-1.CID100000951	-1.CID100011009	0	0	0	0	0	0	0.900	0	0	0.900
oxygen	serotonine	-100000977	-100005202	-1.CID100000977	-1.CID100005202	0	0	0	0	0	0	0.900	0	0	0.900
acetate	phenol	-100000175	-100000996	-1.CID100000175	-1.CID100000996	0	0	0	0	0	0	0.900	0	0	0.900
histidine	manganese	-100000773	-100023930	-1.CID100000773	-1.CID100023930	0	0	0	0	0	0	0.900	0	0	0.900
SI	distilled water	1845536	-100000961	9606.ENSP00000264382	-1.CID100000961	0	0	0	0	0	0	0.900	0	0	0.900
carbon dioxide	tetrahydro.in .	-100000280	-100001125	-1.CID100000280	-1.CID100001125	0	0	0	0	0	0	0.900	0	0	0.900
INS	calcium ions	1844030	-100000271	9606.ENSP00000250971	-1.CID100000271	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen perox.	copper	-100000784	-100011009	-1.CID100000784	-1.CID100011009	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen	tyramine	-100000783	-100005610	-1.CID100000783	-1.CID100005610	0	0	0	0	0	0	0.900	0	0	0.900
carbon dioxide	histidine	-100000280	-100000773	-1.CID100000280	-1.CID100000773	0	0	0	0	0	0	0.900	0	0	0.900
EGFR	distilled water	1846445	-100000961	9606.ENSP00000275493	-1.CID100000961	0	0	0	0	0	0	0.900	0	0	0.900
reduced glutat.	phenylalanine	-100000745	-100000994	-1.CID100000745	-1.CID100000994	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen perox.	serotonine	-100000784	-100005202	-1.CID100000784	-1.CID100005202	0	0	0	0	0	0	0.900	0	0	0.900
CYP27A1	hydrogen	1844601	-100000783	9606.ENSP00000258415	-1.CID100000783	0	0	0	0	0	0	0.900	0	0	0.900
distilled water	phenylpyruvate	-100000961	-100000997	-1.CID100000961	-1.CID100000997	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen	cortisone	-100000783	-100222786	-1.CID100000783	-1.CID100222786	0	0	0	0	0	0	0.900	0	0	0.900
dopamine	reduced glutat.	-100000681	-100000745	-1.CID100000681	-1.CID100000745	0	0	0	0	0	0	0.900	0	0	0.900
PAH	tyrosine	1862478	-100001153	9606.ENSP00000448059	-1.CID100001153	0	0	0	0	0	0	0.900	0	0	0.900
distilled water	nitric oxide	-100000961	-100145068	-1.CID100000961	-1.CID100145068	0	0	0	0.500	0	0	0.900	0	0	0.900
hydrogen	quinine	-100000783	-100001065	-1.CID100000783	-1.CID100001065	0	0	0	0	0	0	0.900	0	0	0.900
bile acids	serotonine	-100000303	-100005202	-1.CID100000303	-1.CID100005202	0	0	0	0	0	0	0.900	0	0	0.900
SOD1	hydrogen perox.	1846132	-100000784	9606.ENSP00000270142	-1.CID100000784	0	0	0	0	0	0	0.900	0	0	0.900
oxygen	quinine	-100000977	-100001065	-1.CID100000977	-1.CID100001065	0	0	0	0	0	0	0.900	0	0	0.900
bile acids	copper	-100000303	-100011009	-1.CID100000303	-1.CID100011009	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen perox.	orotic acid	-100000784	-100000967	-1.CID100000784	-1.CID100000967	0	0	0	0	0	0	0.900	0	0	0.900
glutamic acid	quinine	-100000611	-100001065	-1.CID100000611	-1.CID100001065	0	0	0	0	0	0	0.900	0	0	0.900
carbon dioxide	aspartate	-100000280	-100000424	-1.CID100000280	-1.CID100000424	0	0	0	0	0	0	0.900	0	0	0.900
glutamic acid	tyrosine	-100000611	-100001153	-1.CID100000611	-1.CID100001153	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen	quinol	-100000783	-100000785	-1.CID100000783	-1.CID100000785	0	0	0	0	0	0	0.900	0	0	0.900
dopamine	hydrogen	-100000681	-100000783	-1.CID100000681	-1.CID100000783	0	0	0	0	0	0	0.900	0	0	0.900
TH	tyrosine	1857346	-100001153	9606.ENSP00000370571	-1.CID100001153	0	0	0	0	0	0	0.900	0	0	0.900
acetate	hydrogen	-100000175	-100000783	-1.CID100000175	-1.CID100000783	0	0	0	0	0	0	0.900	0	0	0.900
reduced glutat.	selenium	-100000745	-106326970	-1.CID100000745	-1.CID106326970	0	0	0	0	0	0	0.900	0	0	0.900
glutamic acid	distilled water	-100000611	-100000961	-1.CID100000611	-1.CID100000961	0	0	0	0	0	0	0.900	0	0	0.900
acetate	sodium	-100000175	-100000923	-1.CID100000175	-1.CID100000923	0	0	0	0	0	0	0.900	0	0	0.900
GAA	distilled water	1848760	-100000961	9606.ENSP00000305692	-1.CID100000961	0	0	0	0	0	0	0.900	0	0	0.900
orotic acid	oxygen	-100000967	-100000977	-1.CID100000967	-1.CID100000977	0	0	0	0	0	0	0.900	0	0	0.900
cholesterol	hydrogen perox.	-100000304	-100000784	-1.CID100000304	-1.CID100000784	0	0	0	0	0	0	0.900	0	0	0.900
calcium ions	quinine	-100000271	-100001065	-1.CID100000271	-1.CID100001065	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen	resorcinol	-100000783	-100005054	-1.CID100000783	-1.CID100005054	0	0	0	0	0	0	0.900	0	0	0.900
carbon dioxide	taurine	-100000280	-100001123	-1.CID100000280	-1.CID100001123	0	0	0	0	0	0	0.900	0	0	0.900
FAH	distilled water	1844986	-100000961	9606.ENSP00000261755	-1.CID100000961	0	0	0	0	0	0	0.900	0	0	0.900
levodopa	norepinephrine	-100000836	-100000951	-1.CID100000836	-1.CID100000951	0	0	0	0.562	0	0	0.900	0	0	0.900
distilled water	silver nanopar.	-100000961	-100010474	-1.CID100000961	-1.CID100010474	0	0	0	0	0	0	0.900	0	0	0.900
TAT	carbon dioxide	1853275	-100000280	9606.ENSP00000348234	-1.CID100000280	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen	octopamine	-100000783	-100004581	-1.CID100000783	-1.CID100004581	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen	norepinephrine	-100000783	-100000951	-1.CID100000783	-1.CID100000951	0	0	0	0	0	0	0.900	0	0	0.900
oxygen	phenylpyruvate	-100000977	-100000997	-1.CID100000977	-1.CID100000997	0	0	0	0	0	0	0.900	0	0	0.900
TH	levodopa	1857346	-100000836	9606.ENSP00000370571	-1.CID100000836	0	0	0	0	0	0	0.900	0	0	0.900
ALB	distilled water	1847637	-100000961	9606.ENSP00000295897	-1.CID100000961	0	0	0	0	0	0	0.900	0	0	0.900
phytate	manganese	-100000890	-100023930	-1.CID100000890	-1.CID100023930	0	0	0	0	0	0	0.900	0	0	0.900
glutamic acid	levodopa	-100000611	-100000836	-1.CID100000611	-1.CID100000836	0	0	0	0	0	0	0.900	0	0	0.900
dopamine	copper	-100000681	-100011009	-1.CID100000681	-1.CID100011009	0	0	0	0	0	0	0.900	0	0	0.900
glutamic acid	norepinephrine	-100000611	-100000951	-1.CID100000611	-1.CID100000951	0	0	0	0	0	0	0.900	0	0	0.900
dopamine	tyrosine	-100000681	-100001153	-1.CID100000681	-1.CID100001153	0	0	0	0.529	0	0	0.900	0	0	0.900
bile acids	dopamine	-100000303	-100000681	-1.CID100000303	-1.CID100000681	0	0	0	0	0	0	0.900	0	0	0.900
HPD	phenylpyruvate	1847151	-100000997	9606.ENSP00000289004	-1.CID100000997	0	0	0	0	0	0	0.900	0	0	0.900
acetate	N-acetylcystei.	-100000175	-100000581	-1.CID100000175	-1.CID100000581	0	0	0	0	0	0	0.900	0	0	0.900
distilled water	orotic acid	-100000961	-100000967	-1.CID100000961	-1.CID100000967	0	0	0	0	0	0	0.900	0	0	0.900
sodium	norepinephrine	-100000923	-100000951	-1.CID100000923	-1.CID100000951	0	0	0	0	0	0	0.900	0	0	0.900
carbon dioxide	levodopa	-100000280	-100000836	-1.CID100000280	-1.CID100000836	0	0	0	0	0	0	0.900	0	0	0.900
homogentisic a.	oxygen	-100000780	-100000977	-1.CID100000780	-1.CID100000977	0	0	0	0	0	0	0.900	0	0	0.900
phenylalanine	tryptophan	-100000994	-100001148	-1.CID100000994	-1.CID100001148	0	0	0	0	0	0	0.900	0	0	0.900
STAB2	calcium ions	1857768	-100000271	9606.ENSP00000373539	-1.CID100000271	0	0	0	0	0	0	0.900	0	0	0.900
carbon dioxide	tyramine	-100000280	-100005610	-1.CID100000280	-1.CID100005610	0	0	0	0	0	0	0.900	0	0	0.900
aspartate	oxygen	-100000424	-100000977	-1.CID100000424	-1.CID100000977	0	0	0	0	0	0	0.900	0	0	0.900
levodopa	distilled water	-100000836	-100000961	-1.CID100000836	-1.CID100000961	0	0	0	0	0	0	0.900	0	0	0.900
asparagine	distilled water	-100000236	-100000961	-1.CID100000236	-1.CID100000961	0	0	0	0	0	0	0.900	0	0	0.900
levodopa	tetrahydro.in .	-100000836	-100001125	-1.CID100000836	-1.CID100001125	0	0	0	0	0	0	0.900	0	0	0.900
distilled water	kaempferol	-100000961	-105280863	-1.CID100000961	-1.CID105280863	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen perox.	manganese	-100000784	-100023930	-1.CID100000784	-1.CID100023930	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen	glyceryl trini.	-100000783	-100004510	-1.CID100000783	-1.CID100004510	0	0	0	0	0	0	0.900	0	0	0.900
dopamine	sodium	-100000681	-100000923	-1.CID100000681	-1.CID100000923	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen	testosterone	-100000783	-100005408	-1.CID100000783	-1.CID100005408	0	0	0	0	0	0	0.900	0	0	0.900
distilled water	phenylalanine	-100000961	-100000994	-1.CID100000961	-1.CID100000994	0	0	0	0	0	0	0.900	0	0	0.900
tyrosine	manganese	-100001153	-100023930	-1.CID100001153	-1.CID100023930	0	0	0	0	0	0	0.900	0	0	0.900
acetate	reduced glutat.	-100000175	-100000745	-1.CID100000175	-1.CID100000745	0	0	0	0	0	0	0.900	0	0	0.900
TYR	oxygen	1845331	-100000977	9606.ENSP00000263321	-1.CID100000977	0	0	0	0	0	0	0.900	0	0	0.900
TH	dopamine	1857346	-100000681	9606.ENSP00000370571	-1.CID100000681	0	0	0	0	0	0	0.900	0	0	0.900
EGFR	calcium ions	1846445	-100000271	9606.ENSP00000275493	-1.CID100000271	0	0	0	0	0	0	0.900	0	0	0.900
levodopa	tyrosine	-100000836	-100001153	-1.CID100000836	-1.CID100001153	0	0	0	0.847	0	0	0.900	0	0	0.900
carbon dioxide	phenylpyruvate	-100000280	-100000997	-1.CID100000280	-1.CID100000997	0	0	0	0	0	0	0.900	0	0	0.900
calcium ions	reduced glutat.	-100000271	-100000745	-1.CID100000271	-1.CID100000745	0	0	0	0	0	0	0.900	0	0	0.900
carbon dioxide	hydrogen perox.	-100000280	-100000784	-1.CID100000280	-1.CID100000784	0	0	0	0	0	0	0.900	0	0	0.900
reduced glutat.	methotrexate	-100000745	-100004112	-1.CID100000745	-1.CID100004112	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen	lipoic acid	-100000783	-100000864	-1.CID100000783	-1.CID100000864	0	0	0	0	0	0	0.900	0	0	0.900
creatinine	norepinephrine	-100000588	-100000951	-1.CID100000588	-1.CID100000951	0	0	0	0	0	0	0.900	0	0	0.900
carbon dioxide	norepinephrine	-100000280	-100000951	-1.CID100000280	-1.CID100000951	0	0	0	0	0	0	0.900	0	0	0.900
distilled water	taurine	-100000961	-100001123	-1.CID100000961	-1.CID100001123	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen	methotrexate	-100000783	-100004112	-1.CID100000783	-1.CID100004112	0	0	0	0	0	0	0.900	0	0	0.900
phenylalanine	tyrosine	-100000994	-100001153	-1.CID100000994	-1.CID100001153	0	0	0	0.819	0	0	0.900	0	0	0.900
hydrogen perox.	norepinephrine	-100000784	-100000951	-1.CID100000784	-1.CID100000951	0	0	0	0	0	0	0.900	0	0	0.900
dopamine	oxygen	-100000681	-100000977	-1.CID100000681	-1.CID100000977	0	0	0	0	0	0	0.900	0	0	0.900
maleylacetoace.	carbon dioxide	-100000122	-100000280	-1.CID100000122	-1.CID100000280	0	0	0	0	0	0	0.900	0	0	0.900
reduced glutat.	oxygen	-100000745	-100000977	-1.CID100000745	-1.CID100000977	0	0	0	0	0	0	0.900	0	0	0.900
aspartate	tyrosine	-100000424	-100001153	-1.CID100000424	-1.CID100001153	0	0	0	0	0	0	0.900	0	0	0.900
oxygen	testosterone	-100000977	-100005408	-1.CID100000977	-1.CID100005408	0	0	0	0	0	0	0.900	0	0	0.900
oxygen	uric acid	-100000977	-100001175	-1.CID100000977	-1.CID100001175	0	0	0	0	0	0	0.900	0	0	0.900
silver nanopar.	glycogen	-100010474	-100439177	-1.CID100010474	-1.CID100439177	0	0	0	0	0	0	0.900	0	0	0.900
distilled water	retinoic acid	-100000961	-100005538	-1.CID100000961	-1.CID100005538	0	0	0	0	0	0	0.900	0	0	0.900
glutamic acid	manganese	-100000611	-100023930	-1.CID100000611	-1.CID100023930	0	0	0	0	0	0	0.900	0	0	0.900
creatinine	hydrogen	-100000588	-100000783	-1.CID100000588	-1.CID100000783	0	0	0	0	0	0	0.900	0	0	0.900
quinol	oxygen	-100000785	-100000977	-1.CID100000785	-1.CID100000977	0	0	0	0	0	0	0.900	0	0	0.900
carbon dioxide	tryptophan	-100000280	-100001148	-1.CID100000280	-1.CID100001148	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen perox.	distilled water	-100000784	-100000961	-1.CID100000784	-1.CID100000961	0	0	0	0.500	0	0	0.900	0	0	0.900
acetate	aspartate	-100000175	-100000424	-1.CID100000175	-1.CID100000424	0	0	0	0	0	0	0.900	0	0	0.900
glutamic acid	serotonine	-100000611	-100005202	-1.CID100000611	-1.CID100005202	0	0	0	0	0	0	0.900	0	0	0.900
calcium ions	glutamic acid	-100000271	-100000611	-1.CID100000271	-1.CID100000611	0	0	0	0	0	0	0.900	0	0	0.900
HPD	glutamic acid	1847151	-100000611	9606.ENSP00000289004	-1.CID100000611	0	0	0	0	0	0	0.900	0	0	0.900
aspartate	phenylpyruvate	-100000424	-100000997	-1.CID100000424	-1.CID100000997	0	0	0	0	0	0	0.900	0	0	0.900
distilled water	paracetamol	-100000961	-100001983	-1.CID100000961	-1.CID100001983	0	0	0	0	0	0	0.900	0	0	0.900
reduced glutat.	histidine	-100000745	-100000773	-1.CID100000745	-1.CID100000773	0	0	0	0	0	0	0.900	0	0	0.900
distilled water	octopamine	-100000961	-100004581	-1.CID100000961	-1.CID100004581	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen perox.	oxygen	-100000784	-100000977	-1.CID100000784	-1.CID100000977	0	0	0	0	0	0	0.900	0	0	0.900
carbon dioxide	kaempferol	-100000280	-105280863	-1.CID100000280	-1.CID105280863	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen	tryptophan	-100000783	-100001148	-1.CID100000783	-1.CID100001148	0	0	0	0	0	0	0.900	0	0	0.900
dopamine	levodopa	-100000681	-100000836	-1.CID100000681	-1.CID100000836	0	0	0	0.597	0	0	0.900	0	0	0.900
aspartate	histidine	-100000424	-100000773	-1.CID100000424	-1.CID100000773	0	0	0	0	0	0	0.900	0	0	0.900
reduced glutat.	tryptophan	-100000745	-100001148	-1.CID100000745	-1.CID100001148	0	0	0	0	0	0	0.900	0	0	0.900
TAT	oxygen	1853275	-100000977	9606.ENSP00000348234	-1.CID100000977	0	0	0	0	0	0	0.900	0	0	0.900
sodium	manganese	-100000923	-100023930	-1.CID100000923	-1.CID100023930	0	0	0	0	0	0	0.900	0	0	0.900
bile acids	hydrogen	-100000303	-100000783	-1.CID100000303	-1.CID100000783	0	0	0	0	0	0	0.900	0	0	0.900
aspartate	phenylalanine	-100000424	-100000994	-1.CID100000424	-1.CID100000994	0	0	0	0	0	0	0.900	0	0	0.900
maleylacetoace.	reduced glutat.	-100000122	-100000745	-1.CID100000122	-1.CID100000745	0	0	0	0	0	0	0.900	0	0	0.900
calcium ions	hydrogen perox.	-100000271	-100000784	-1.CID100000271	-1.CID100000784	0	0	0	0	0	0	0.900	0	0	0.900
distilled water	uric acid	-100000961	-100001175	-1.CID100000961	-1.CID100001175	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen perox.	hydroxyl radic.	-100000784	-100157350	-1.CID100000784	-1.CID100157350	0	0	0	0.500	0	0	0.900	0	0	0.900
tyrosine	ascorbate	-100001153	-111020241	-1.CID100001153	-1.CID111020241	0	0	0	0	0	0	0.900	0	0	0.900
PAH	glutamic acid	1862478	-100000611	9606.ENSP00000448059	-1.CID100000611	0	0	0	0	0	0	0.900	0	0	0.900
TH	carbon dioxide	1857346	-100000280	9606.ENSP00000370571	-1.CID100000280	0	0	0	0	0	0	0.900	0	0	0.900
