#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	prediction	combined_score
carbon dioxide	phenylalanine	-100000280	-100000994	-1.CID100000280	-1.CID100000994	0	0	0	0	0	0	0.900	0	0	0.900
citric acid	potassium	-100000311	-100000813	-1.CID100000311	-1.CID100000813	0	0	0	0	0	0	0.900	0	0	0.900
acetate	melatonin	-100000175	-100000896	-1.CID100000175	-1.CID100000896	0	0	0	0	0	0	0.900	0	0	0.900
glucose	sulphate	-100000206	-100001117	-1.CID100000206	-1.CID100001117	0	0	0	0	0	0	0.900	0	0	0.900
oleic acid	oxygen	-100000965	-100000977	-1.CID100000965	-1.CID100000977	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen perox.	methionine	-100000784	-100000876	-1.CID100000784	-1.CID100000876	0	0	0	0	0	0	0.900	0	0	0.900
APP	melatonin	1846936	-100000896	9606.ENSP00000284981	-1.CID100000896	0	0	0	0	0	0	0.900	0	0	0.900
MgATP	creatine phosp.	-100000238	-100000587	-1.CID100000238	-1.CID100000587	0	0	0	0	0	0	0.900	0	0	0.900
PRKAA2	metformin	1855444	-100004091	9606.ENSP00000360290	-1.CID100004091	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen	vitamin E	-100000783	-100002116	-1.CID100000783	-1.CID100002116	0	0	0	0	0	0	0.900	0	0	0.900
adenosine	dopamine	-100000191	-100000681	-1.CID100000191	-1.CID100000681	0	0	0	0	0	0	0.900	0	0	0.900
orotic acid	ubiquinone	-100000967	-100119058	-1.CID100000967	-1.CID100119058	0	0	0	0	0	0	0.900	0	0	0.900
COMT	hydrogen	1854135	-100000783	9606.ENSP00000354511	-1.CID100000783	0	0	0	0	0	0	0.900	0	0	0.900
malate	alanine	-100000525	-100000602	-1.CID100000525	-1.CID100000602	0	0	0	0.565	0	0	0.900	0	0	0.900
methanol	okadaic acid	-100000887	-100004584	-1.CID100000887	-1.CID100004584	0	0	0	0	0	0	0.900	0	0	0.900
POR	hydrogen	1861450	-100000783	9606.ENSP00000419970	-1.CID100000783	0	0	0	0	0	0	0.900	0	0	0.900
protocatechuic.	methionine	-100000072	-100000876	-1.CID100000072	-1.CID100000876	0	0	0	0	0	0	0.900	0	0	0.900
tetrahydro.in .	superoxide ani.	-100001125	-100520535	-1.CID100001125	-1.CID100520535	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen	pyridoxal	-100000783	-100001050	-1.CID100000783	-1.CID100001050	0	0	0	0	0	0	0.900	0	0	0.900
pyruvic acid	Zn(II	-100001060	-100023994	-1.CID100001060	-1.CID100023994	0	0	0	0	0	0	0.900	0	0	0.900
MgATP	benzoic acid	-100000238	-100000242	-1.CID100000238	-1.CID100000242	0	0	0	0	0	0	0.900	0	0	0.900
phenol	sulphate	-100000996	-100001117	-1.CID100000996	-1.CID100001117	0	0	0	0	0	0	0.900	0	0	0.900
carbamoyl aspa.	aspartate	-100000279	-100000424	-1.CID100000279	-1.CID100000424	0	0	0	0.533	0	0	0.900	0	0	0.900
TGFB1	MgADP	1842869	-100000197	9606.ENSP00000221930	-1.CID100000197	0	0	0	0	0	0	0.900	0	0	0.900
bicarbonate	phosphate	-100000767	-100001003	-1.CID100000767	-1.CID100001003	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen	vitamin B	-100000783	-100000936	-1.CID100000783	-1.CID100000936	0	0	0	0	0	0	0.900	0	0	0.900
FPR2	serotonine	1852295	-100005202	9606.ENSP00000340191	-1.CID100005202	0	0	0	0	0	0	0.900	0	0	0.900
pyroglutamate	alanine	-100000499	-100000602	-1.CID100000499	-1.CID100000602	0	0	0	0	0	0	0.900	0	0	0.900
MgADP	ubiquinone	-100000197	-100119058	-1.CID100000197	-1.CID100119058	0	0	0	0	0	0	0.900	0	0	0.900
distilled water	phenol	-100000961	-100000996	-1.CID100000961	-1.CID100000996	0	0	0	0	0	0	0.900	0	0	0.900
acetate	lactate	-100000175	-100000612	-1.CID100000175	-1.CID100000612	0	0	0	0.615	0	0	0.900	0	0	0.900
SLC23A2	ascorbate	1852801	-111020241	9606.ENSP00000344322	-1.CID111020241	0	0	0	0	0	0	0.900	0	0	0.900
carbon dioxide	alanine	-100000280	-100000602	-1.CID100000280	-1.CID100000602	0	0	0	0	0	0	0.900	0	0	0.900
REN	eplerenone	1846232	-100150310	9606.ENSP00000272190	-1.CID100150310	0	0	0	0	0	0	0.900	0	0	0.900
FAH	distilled water	1844986	-100000961	9606.ENSP00000261755	-1.CID100000961	0	0	0	0	0	0	0.900	0	0	0.900
arginine	lysine	-100000232	-100000866	-1.CID100000232	-1.CID100000866	0	0	0	0	0	0	0.900	0	0	0.900
oxygen	ascorbate	-100000977	-111020241	-1.CID100000977	-1.CID111020241	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen perox.	oxaloacetate	-100000784	-100000970	-1.CID100000784	-1.CID100000970	0	0	0	0	0	0	0.900	0	0	0.900
3H-proline	lysine	-100000614	-100000866	-1.CID100000614	-1.CID100000866	0	0	0	0.558	0	0	0.900	0	0	0.900
GPX1	superoxide ani.	1860659	-100520535	9606.ENSP00000407375	-1.CID100520535	0	0	0	0	0	0	0.900	0	0	0.900
SAA1	melatonin	1853372	-100000896	9606.ENSP00000348918	-1.CID100000896	0	0	0	0	0	0	0.900	0	0	0.900
distilled water	maleylpyruvate	-100000961	-100439670	-1.CID100000961	-1.CID100439670	0	0	0	0	0	0	0.900	0	0	0.900
cystein	S-adenosylmeth.	-100000594	-100001079	-1.CID100000594	-1.CID100001079	0	0	0	0	0	0	0.900	0	0	0.900
histidine	tryptophan	-100000773	-100001148	-1.CID100000773	-1.CID100001148	0	0	0	0	0	0	0.900	0	0	0.900
oxygen	raloxifene	-100000977	-100005035	-1.CID100000977	-1.CID100005035	0	0	0	0	0	0	0.900	0	0	0.900
ammonia	dopamine	-100000222	-100000681	-1.CID100000222	-1.CID100000681	0	0	0	0	0	0	0.900	0	0	0.900
dopamine	oxygen	-100000681	-100000977	-1.CID100000681	-1.CID100000977	0	0	0	0	0	0	0.900	0	0	0.900
glutamine	myo-inositol	-100000738	-100000892	-1.CID100000738	-1.CID100000892	0	0	0	0	0	0	0.900	0	0	0.900
POMC	melatonin	1845600	-100000896	9606.ENSP00000264708	-1.CID100000896	0	0	0	0	0	0	0.900	0	0	0.900
GSSG	Fe(III	-100000975	-100023925	-1.CID100000975	-1.CID100023925	0	0	0	0	0	0	0.900	0	0	0.900
MgADP	haem	-100000197	-100004973	-1.CID100000197	-1.CID100004973	0	0	0	0	0	0	0.900	0	0	0.900
APP	potassium	1846936	-100000813	9606.ENSP00000284981	-1.CID100000813	0	0	0	0	0	0	0.900	0	0	0.900
MAOA	hydrogen	1852356	-100000783	9606.ENSP00000340684	-1.CID100000783	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen	quinine	-100000783	-100001065	-1.CID100000783	-1.CID100001065	0	0	0	0	0	0	0.900	0	0	0.900
POR	cholesterol	1861450	-100000304	9606.ENSP00000419970	-1.CID100000304	0	0	0	0	0	0	0.900	0	0	0.900
phosphate	selenium	-100001003	-106326970	-1.CID100001003	-1.CID106326970	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen	manganese	-100000783	-100023930	-1.CID100000783	-1.CID100023930	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen	levodopa	-100000783	-100000836	-1.CID100000783	-1.CID100000836	0	0	0	0	0	0	0.900	0	0	0.900
MYC	phosphate	1856789	-100001003	9606.ENSP00000367207	-1.CID100001003	0	0	0	0	0	0	0.900	0	0	0.900
acetate	acetic acids	-100000175	-100031229	-1.CID100000175	-1.CID100031229	0	0	0	0	0	0	0.900	0	0	0.900
VWF	manganese	1844904	-100023930	9606.ENSP00000261405	-1.CID100023930	0	0	0	0	0	0	0.900	0	0	0.900
ALB	distilled water	1847637	-100000961	9606.ENSP00000295897	-1.CID100000961	0	0	0	0	0	0	0.900	0	0	0.900
methanol	S-adenosylmeth.	-100000887	-100001079	-1.CID100000887	-1.CID100001079	0	0	0	0	0	0	0.900	0	0	0.900
MgATP	methionine	-100000238	-100000876	-1.CID100000238	-1.CID100000876	0	0	0	0	0	0	0.900	0	0	0.900
alpha-D-gl.e 6.	Zn(II	-100000208	-100023994	-1.CID100000208	-1.CID100023994	0	0	0	0	0	0	0.900	0	0	0.900
lysine	cobalt	-100000866	-100002891	-1.CID100000866	-1.CID100002891	0	0	0	0	0	0	0.900	0	0	0.900
GSSG	sulphate	-100000975	-100001117	-1.CID100000975	-1.CID100001117	0	0	0	0	0	0	0.900	0	0	0.900
reduced glutat.	ascorbate	-100000745	-111020241	-1.CID100000745	-1.CID111020241	0	0	0	0	0	0	0.900	0	0	0.900
distilled water	vanillic acid	-100000961	-100008468	-1.CID100000961	-1.CID100008468	0	0	0	0	0	0	0.900	0	0	0.900
alanine	glutamic acid	-100000602	-100000611	-1.CID100000602	-1.CID100000611	0	0	0	0.535	0	0	0.900	0	0	0.900
ADCY3	bile acids	1844803	-100000303	9606.ENSP00000260600	-1.CID100000303	0	0	0	0	0	0	0.900	0	0	0.900
phenol	paracetamol	-100000996	-100001983	-1.CID100000996	-1.CID100001983	0	0	0	0	0	0	0.900	0	0	0.900
calcium ions	choline	-100000271	-100000305	-1.CID100000271	-1.CID100000305	0	0	0	0	0	0	0.900	0	0	0.900
HIF1A	carbon dioxide	1852062	-100000280	9606.ENSP00000338018	-1.CID100000280	0	0	0	0	0	0	0.900	0	0	0.900
PPBP	dopamine	1847664	-100000681	9606.ENSP00000296028	-1.CID100000681	0	0	0	0	0	0	0.900	0	0	0.900
glutamic acid	taurine	-100000611	-100001123	-1.CID100000611	-1.CID100001123	0	0	0	0	0	0	0.900	0	0	0.900
SLC6A8	creatine phosp.	1844202	-100000587	9606.ENSP00000253122	-1.CID100000587	0	0	0	0	0	0	0.900	0	0	0.900
XDH	ammonia	1857027	-100000222	9606.ENSP00000368727	-1.CID100000222	0	0	0	0	0	0	0.900	0	0	0.900
asparagine	hydrogen	-100000236	-100000783	-1.CID100000236	-1.CID100000783	0	0	0	0	0	0	0.900	0	0	0.900
oxygen	iodide	-100000977	-100005238	-1.CID100000977	-1.CID100005238	0	0	0	0	0	0	0.900	0	0	0.900
ammonia	creatinine	-100000222	-100000588	-1.CID100000222	-1.CID100000588	0	0	0	0	0	0	0.900	0	0	0.900
distilled water	tyrosine	-100000961	-100001153	-1.CID100000961	-1.CID100001153	0	0	0	0	0	0	0.900	0	0	0.900
alanine	uridine	-100000602	-100001177	-1.CID100000602	-1.CID100001177	0	0	0	0	0	0	0.900	0	0	0.900
MAP2K7	MgADP	1858552	-100000197	9606.ENSP00000381066	-1.CID100000197	0	0	0	0	0	0	0.900	0	0	0.900
PPBP	quinine	1847664	-100001065	9606.ENSP00000296028	-1.CID100001065	0	0	0	0	0	0	0.900	0	0	0.900
N-acetylcystei.	cystein	-100000581	-100000594	-1.CID100000581	-1.CID100000594	0	0	0	0.628	0	0	0.900	0	0	0.900
MgATP	phytate	-100000238	-100000890	-1.CID100000238	-1.CID100000890	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen	eicosapent.d (.	-100000783	-100003209	-1.CID100000783	-1.CID100003209	0	0	0	0	0	0	0.900	0	0	0.900
MgADP	cellulose	-100000197	-100000294	-1.CID100000197	-1.CID100000294	0	0	0	0	0	0	0.900	0	0	0.900
leucine	tryptophan	-100000857	-100001148	-1.CID100000857	-1.CID100001148	0	0	0	0	0	0	0.900	0	0	0.900
nitrate	haem	-100000943	-100004973	-1.CID100000943	-1.CID100004973	0	0	0	0	0	0	0.900	0	0	0.900
acetate	Zn(II	-100000175	-100023994	-1.CID100000175	-1.CID100023994	0	0	0	0	0	0	0.900	0	0	0.900
distilled water	paracetamol	-100000961	-100001983	-1.CID100000961	-1.CID100001983	0	0	0	0	0	0	0.900	0	0	0.900
GPX1	GSSG	1860659	-100000975	9606.ENSP00000407375	-1.CID100000975	0	0	0	0	0	0	0.900	0	0	0.900
AKT1	MgADP	1846136	-100000197	9606.ENSP00000270202	-1.CID100000197	0	0	0	0	0	0	0.900	0	0	0.900
glutamine	L-valine	-100000738	-100001182	-1.CID100000738	-1.CID100001182	0	0	0	0.655	0	0	0.900	0	0	0.900
ammonia	MgATP	-100000222	-100000238	-1.CID100000222	-1.CID100000238	0	0	0	0	0	0	0.900	0	0	0.900
aspartate	distilled water	-100000424	-100000961	-1.CID100000424	-1.CID100000961	0	0	0	0	0	0	0.900	0	0	0.900
bile acids	glycerol	-100000303	-100000753	-1.CID100000303	-1.CID100000753	0	0	0	0	0	0	0.900	0	0	0.900
3H-proline	manganese	-100000614	-100023930	-1.CID100000614	-1.CID100023930	0	0	0	0	0	0	0.900	0	0	0.900
CRHR1	MgATP	1858593	-100000238	9606.ENSP00000381333	-1.CID100000238	0	0	0	0	0	0	0.900	0	0	0.900
MgATP	oxygen	-100000238	-100000977	-1.CID100000238	-1.CID100000977	0	0	0	0	0	0	0.900	0	0	0.900
homogentisic a.	hydrogen	-100000780	-100000783	-1.CID100000780	-1.CID100000783	0	0	0	0	0	0	0.900	0	0	0.900
pyroglutamate	hydrogen	-100000499	-100000783	-1.CID100000499	-1.CID100000783	0	0	0	0	0	0	0.900	0	0	0.900
CYP2E1	phenol	1844175	-100000996	9606.ENSP00000252945	-1.CID100000996	0	0	0	0	0	0	0.900	0	0	0.900
lipoic acid	distilled water	-100000864	-100000961	-1.CID100000864	-1.CID100000961	0	0	0	0	0	0	0.900	0	0	0.900
glucose	hydrogen perox.	-100000206	-100000784	-1.CID100000206	-1.CID100000784	0	0	0	0	0	0	0.900	0	0	0.900
MgADP	formalin	-100000197	-100000712	-1.CID100000197	-1.CID100000712	0	0	0	0	0	0	0.900	0	0	0.900
IL2	MgATP	1843096	-100000238	9606.ENSP00000226730	-1.CID100000238	0	0	0	0	0	0	0.900	0	0	0.900
POMC	prostaglandin .	1845600	-100000158	9606.ENSP00000264708	-1.CID100000158	0	0	0	0	0	0	0.900	0	0	0.900
MgADP	asparagine	-100000197	-100000236	-1.CID100000197	-1.CID100000236	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen	lysine	-100000783	-100000866	-1.CID100000783	-1.CID100000866	0	0	0	0	0	0	0.900	0	0	0.900
leucine	distilled water	-100000857	-100000961	-1.CID100000857	-1.CID100000961	0	0	0	0	0	0	0.900	0	0	0.900
coumarin	melatonin	-100000323	-100000896	-1.CID100000323	-1.CID100000896	0	0	0	0	0	0	0.900	0	0	0.900
protocatechuic.	carbon dioxide	-100000072	-100000280	-1.CID100000072	-1.CID100000280	0	0	0	0	0	0	0.900	0	0	0.900
ammonia	sodium	-100000222	-100000923	-1.CID100000222	-1.CID100000923	0	0	0	0	0	0	0.900	0	0	0.900
LDLR	stearic acid	1862854	-100005281	9606.ENSP00000454071	-1.CID100005281	0	0	0	0	0	0	0.900	0	0	0.900
methionine	phenylalanine	-100000876	-100000994	-1.CID100000876	-1.CID100000994	0	0	0	0	0	0	0.900	0	0	0.900
MgADP	coumarin	-100000197	-100000323	-1.CID100000197	-1.CID100000323	0	0	0	0	0	0	0.900	0	0	0.900
choline	S-adenosylmeth.	-100000305	-100001079	-1.CID100000305	-1.CID100001079	0	0	0	0	0	0	0.900	0	0	0.900
PPBP	glutamic acid	1847664	-100000611	9606.ENSP00000296028	-1.CID100000611	0	0	0	0	0	0	0.900	0	0	0.900
oxygen	corticosterone	-100000977	-100005753	-1.CID100000977	-1.CID100005753	0	0	0	0	0	0	0.900	0	0	0.900
creatine	oxygen	-100000586	-100000977	-1.CID100000586	-1.CID100000977	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen	orotic acid	-100000783	-100000967	-1.CID100000783	-1.CID100000967	0	0	0	0	0	0	0.900	0	0	0.900
FAH	hydrogen	1844986	-100000783	9606.ENSP00000261755	-1.CID100000783	0	0	0	0	0	0	0.900	0	0	0.900
potassium	sodium	-100000813	-100000923	-1.CID100000813	-1.CID100000923	0	0	0	0	0	0	0.900	0	0	0.900
MgADP	bicarbonate	-100000197	-100000767	-1.CID100000197	-1.CID100000767	0	0	0	0	0	0	0.900	0	0	0.900
tyrosine	L-valine	-100001153	-100001182	-1.CID100001153	-1.CID100001182	0	0	0	0	0	0	0.900	0	0	0.900
reduced glutat.	superoxide ani.	-100000745	-100520535	-1.CID100000745	-1.CID100520535	0	0	0	0	0	0	0.900	0	0	0.900
maleylacetoace.	hydrogen	-100000122	-100000783	-1.CID100000122	-1.CID100000783	0	0	0	0	0	0	0.900	0	0	0.900
DPYSL2	MgATP	1849191	-100000238	9606.ENSP00000309539	-1.CID100000238	0	0	0	0	0	0	0.900	0	0	0.900
CASR	serotonine	1861464	-100005202	9606.ENSP00000420194	-1.CID100005202	0	0	0	0	0	0	0.900	0	0	0.900
IL6	carbon dioxide	1844631	-100000280	9606.ENSP00000258743	-1.CID100000280	0	0	0	0	0	0	0.900	0	0	0.900
AGTR1	hydrogen	1846323	-100000783	9606.ENSP00000273430	-1.CID100000783	0	0	0	0	0	0	0.900	0	0	0.900
calcium ions	progesterone	-100000271	-100004920	-1.CID100000271	-1.CID100004920	0	0	0	0	0	0	0.900	0	0	0.900
carnitine	oxygen	-100000085	-100000977	-1.CID100000085	-1.CID100000977	0	0	0	0	0	0	0.900	0	0	0.900
calcium ions	sodium	-100000271	-100000923	-1.CID100000271	-1.CID100000923	0	0	0	0.999	0	0	0.900	0	0	0.900
taurine	cobalt	-100001123	-100002891	-1.CID100001123	-1.CID100002891	0	0	0	0	0	0	0.900	0	0	0.900
CASR	arginine	1861464	-100000232	9606.ENSP00000420194	-1.CID100000232	0	0	0	0	0	0	0.900	0	0	0.900
MgADP	tryptophan	-100000197	-100001148	-1.CID100000197	-1.CID100001148	0	0	0	0	0	0	0.900	0	0	0.900
distilled water	acetic acids	-100000961	-100031229	-1.CID100000961	-1.CID100031229	0	0	0	0	0	0	0.900	0	0	0.900
carbon dioxide	glutamic acid	-100000280	-100000611	-1.CID100000280	-1.CID100000611	0	0	0	0	0	0	0.900	0	0	0.900
methionine	phosphate	-100000876	-100001003	-1.CID100000876	-1.CID100001003	0	0	0	0	0	0	0.900	0	0	0.900
pyruvic acid	ubiquinone	-100001060	-100119058	-1.CID100001060	-1.CID100119058	0	0	0	0	0	0	0.900	0	0	0.900
FAH	reduced glutat.	1844986	-100000745	9606.ENSP00000261755	-1.CID100000745	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen	pyrimidine dim.	-100000783	-100009260	-1.CID100000783	-1.CID100009260	0	0	0	0	0	0	0.900	0	0	0.900
MgATP	creatinine	-100000238	-100000588	-1.CID100000238	-1.CID100000588	0	0	0	0	0	0	0.900	0	0	0.900
protocatechuic.	formalin	-100000072	-100000712	-1.CID100000072	-1.CID100000712	0	0	0	0	0	0	0.900	0	0	0.900
serotonine	Fe(III	-100005202	-100023925	-1.CID100005202	-1.CID100023925	0	0	0	0	0	0	0.900	0	0	0.900
SAA1	dopamine	1853372	-100000681	9606.ENSP00000348918	-1.CID100000681	0	0	0	0	0	0	0.900	0	0	0.900
PTGS2	hydrogen	1854602	-100000783	9606.ENSP00000356438	-1.CID100000783	0	0	0	0	0	0	0.900	0	0	0.900
oxygen	phenylalanine	-100000977	-100000994	-1.CID100000977	-1.CID100000994	0	0	0	0	0	0	0.900	0	0	0.900
IGF2	streptozotocin	1859600	-100005300	9606.ENSP00000391826	-1.CID100005300	0	0	0	0	0	0	0.900	0	0	0.900
leucine	phosphate	-100000857	-100001003	-1.CID100000857	-1.CID100001003	0	0	0	0	0	0	0.900	0	0	0.900
alanine	methanol	-100000602	-100000887	-1.CID100000602	-1.CID100000887	0	0	0	0	0	0	0.900	0	0	0.900
arginine	carbon dioxide	-100000232	-100000280	-1.CID100000232	-1.CID100000280	0	0	0	0	0	0	0.900	0	0	0.900
3H-proline	oxygen	-100000614	-100000977	-1.CID100000614	-1.CID100000977	0	0	0	0	0	0	0.900	0	0	0.900
bile acids	norepinephrine	-100000303	-100000951	-1.CID100000303	-1.CID100000951	0	0	0	0	0	0	0.900	0	0	0.900
lysine	phosphate	-100000866	-100001003	-1.CID100000866	-1.CID100001003	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen perox.	methanol	-100000784	-100000887	-1.CID100000784	-1.CID100000887	0	0	0	0	0	0	0.900	0	0	0.900
3H-proline	tyrosine	-100000614	-100001153	-1.CID100000614	-1.CID100001153	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen perox.	norepinephrine	-100000784	-100000951	-1.CID100000784	-1.CID100000951	0	0	0	0	0	0	0.900	0	0	0.900
adenosine	serotonine	-100000191	-100005202	-1.CID100000191	-1.CID100005202	0	0	0	0	0	0	0.900	0	0	0.900
asparagine	lysine	-100000236	-100000866	-1.CID100000236	-1.CID100000866	0	0	0	0.555	0	0	0.900	0	0	0.900
PRMT5	S-adenosylmeth.	1850120	-100001079	9606.ENSP00000319169	-1.CID100001079	0	0	0	0	0	0	0.900	0	0	0.900
UGT2B15	bilirubin	1852407	-100000250	9606.ENSP00000341045	-1.CID100000250	0	0	0	0	0	0	0.900	0	0	0.900
glycerol	pyruvic acid	-100000753	-100001060	-1.CID100000753	-1.CID100001060	0	0	0	0.500	0	0	0.900	0	0	0.900
dopamine	S-adenosylmeth.	-100000681	-100001079	-1.CID100000681	-1.CID100001079	0	0	0	0	0	0	0.900	0	0	0.900
CYBA	oxygen	1844952	-100000977	9606.ENSP00000261623	-1.CID100000977	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen	S-adenosylmeth.	-100000783	-100001079	-1.CID100000783	-1.CID100001079	0	0	0	0	0	0	0.900	0	0	0.900
cystein	Fe(III	-100000594	-100023925	-1.CID100000594	-1.CID100023925	0	0	0	0	0	0	0.900	0	0	0.900
malate	distilled water	-100000525	-100000961	-1.CID100000525	-1.CID100000961	0	0	0	0	0	0	0.900	0	0	0.900
APP	serotonine	1846936	-100005202	9606.ENSP00000284981	-1.CID100005202	0	0	0	0	0	0	0.900	0	0	0.900
prostaglandin .	histamine	-100000158	-100000774	-1.CID100000158	-1.CID100000774	0	0	0	0	0	0	0.900	0	0	0.900
RIPK1	MgADP	1844726	-100000197	9606.ENSP00000259808	-1.CID100000197	0	0	0	0	0	0	0.900	0	0	0.900
alanine	S-adenosylmeth.	-100000602	-100001079	-1.CID100000602	-1.CID100001079	0	0	0	0	0	0	0.900	0	0	0.900
ATIC	distilled water	1843445	-100000961	9606.ENSP00000236959	-1.CID100000961	0	0	0	0	0	0	0.900	0	0	0.900
PIK3R1	MgATP	1846375	-100000238	9606.ENSP00000274335	-1.CID100000238	0	0	0	0	0	0	0.900	0	0	0.900
ACE2	distilled water	1844133	-100000961	9606.ENSP00000252519	-1.CID100000961	0	0	0	0	0	0	0.900	0	0	0.900
ABCG2	MgADP	1843466	-100000197	9606.ENSP00000237612	-1.CID100000197	0	0	0	0	0	0	0.900	0	0	0.900
cellulose	hydrogen	-100000294	-100000783	-1.CID100000294	-1.CID100000783	0	0	0	0	0	0	0.900	0	0	0.900
distilled water	cortisol	-100000961	-100003640	-1.CID100000961	-1.CID100003640	0	0	0	0	0	0	0.900	0	0	0.900
ammonia	oleic acid	-100000222	-100000965	-1.CID100000222	-1.CID100000965	0	0	0	0	0	0	0.900	0	0	0.900
DIO1	hydrogen	1854177	-100000783	9606.ENSP00000354643	-1.CID100000783	0	0	0	0	0	0	0.900	0	0	0.900
prostaglandin .	adenosine	-100000158	-100000191	-1.CID100000158	-1.CID100000191	0	0	0	0	0	0	0.900	0	0	0.900
alanine	reduced glutat.	-100000602	-100000745	-1.CID100000602	-1.CID100000745	0	0	0	0	0	0	0.900	0	0	0.900
glutamine	distilled water	-100000738	-100000961	-1.CID100000738	-1.CID100000961	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen	leucine	-100000783	-100000857	-1.CID100000783	-1.CID100000857	0	0	0	0	0	0	0.900	0	0	0.900
SAA1	serotonine	1853372	-100005202	9606.ENSP00000348918	-1.CID100005202	0	0	0	0	0	0	0.900	0	0	0.900
adenosine	S-adenosylmeth.	-100000191	-100001079	-1.CID100000191	-1.CID100001079	0	0	0	0.740	0	0	0.900	0	0	0.900
MgADP	glutamic acid	-100000197	-100000611	-1.CID100000197	-1.CID100000611	0	0	0	0	0	0	0.900	0	0	0.900
acetate	anti-D	-100000175	-100000739	-1.CID100000175	-1.CID100000739	0	0	0	0	0	0	0.900	0	0	0.900
methionine	Zn(II	-100000876	-100023994	-1.CID100000876	-1.CID100023994	0	0	0	0	0	0	0.900	0	0	0.900
dopamine	tetrahydro.in .	-100000681	-100001125	-1.CID100000681	-1.CID100001125	0	0	0	0	0	0	0.900	0	0	0.900
HPD	MIF	1847151	1842503	9606.ENSP00000289004	9606.ENSP00000215754	0	0	0	0	0	0	0.900	0	0	0.900
coumarin	hydrogen	-100000323	-100000783	-1.CID100000323	-1.CID100000783	0	0	0	0	0	0	0.900	0	0	0.900
tyrosine	tyramine	-100001153	-100005610	-1.CID100001153	-1.CID100005610	0	0	0	0.590	0	0	0.900	0	0	0.900
distilled water	glycogen	-100000961	-100439177	-1.CID100000961	-1.CID100439177	0	0	0	0	0	0	0.900	0	0	0.900
MgATP	S-adenosylmeth.	-100000238	-100001079	-1.CID100000238	-1.CID100001079	0	0	0	0.641	0	0	0.900	0	0	0.900
arginine	glutamic acid	-100000232	-100000611	-1.CID100000232	-1.CID100000611	0	0	0	0.520	0	0	0.900	0	0	0.900
haem	Fe(III	-100004973	-100023925	-1.CID100004973	-1.CID100023925	0	0	0	0	0	0	0.900	0	0	0.900
alpha-D-gl.e 6.	cellulose	-100000208	-100000294	-1.CID100000208	-1.CID100000294	0	0	0	0	0	0	0.900	0	0	0.900
BRAF	MgADP	1847131	-100000197	9606.ENSP00000288602	-1.CID100000197	0	0	0	0	0	0	0.900	0	0	0.900
ammonia	uric acid	-100000222	-100001175	-1.CID100000222	-1.CID100001175	0	0	0	0	0	0	0.900	0	0	0.900
GSSG	Zn(II	-100000975	-100023994	-1.CID100000975	-1.CID100023994	0	0	0	0	0	0	0.900	0	0	0.900
GSSG	selenium	-100000975	-106326970	-1.CID100000975	-1.CID106326970	0	0	0	0	0	0	0.900	0	0	0.900
hydrogen perox.	retinoic acid	-100000784	-100005538	-1.CID100000784	-1.CID100005538	0	0	0	0	0	0	0.900	0	0	0.900
PIK3R1	IL12B	1846375	1843283	9606.ENSP00000274335	9606.ENSP00000231228	0	0	0	0	0	0	0.900	0	0	0.900
SAA1	MAPK3	1853372	1845265	9606.ENSP00000348918	9606.ENSP00000263025	0	0	0	0	0	0	0.900	0	0	0.900
RFC5	MgATP	1860712	-100000238	9606.ENSP00000408295	-1.CID100000238	0	0	0	0	0	0	0.900	0	0	0.900
tyrosine	cobalt	-100001153	-100002891	-1.CID100001153	-1.CID100002891	0	0	0	0	0	0	0.900	0	0	0.900
CRHR1	histamine	1858593	-100000774	9606.ENSP00000381333	-1.CID100000774	0	0	0	0	0	0	0.900	0	0	0.900
glutamine	leucine	-100000738	-100000857	-1.CID100000738	-1.CID100000857	0	0	0	0.793	0	0	0.900	0	0	0.900
phosphate	S-adenosylmeth.	-100001003	-100001079	-1.CID100001003	-1.CID100001079	0	0	0	0	0	0	0.900	0	0	0.900
MgADP	copper	-100000197	-100011009	-1.CID100000197	-1.CID100011009	0	0	0	0	0	0	0.900	0	0	0.900
GCGR	acetate	1858855	-100000175	9606.ENSP00000383558	-1.CID100000175	0	0	0	0	0	0	0.900	0	0	0.900
distilled water	nitric oxide	-100000961	-100145068	-1.CID100000961	-1.CID100145068	0	0	0	0.500	0	0	0.900	0	0	0.900
